Station_ID,Station_Name,Location_Label,Interval_Minutes,Interval_End_Time,Wind_Velocity_Mtr_Sec,Wind_Direction_Variance_Deg,Wind_Direction_Deg,Ambient_Temperature_Deg_C,Global_Horizontal_Irradiance
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 11:50,2.817,59.66,66.52,7.994,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 11:55,1.745,86.9,139.3,8.26,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 12:00,1.947,78.08,213.2,8.31,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 12:05,2.168,95.7,193.7,8.42,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 12:10,3.39,66.26,72.37,8.25,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 12:15,2.146,84.1,68.8,8.16,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 12:20,1.939,94.1,214.3,8.8,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 12:25,2.603,91,232.1,8.45,0.016
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 12:30,2.477,94.6,56.04,8.31,0.1
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 12:35,3.07,88.6,98.6,8.48,0.128
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 12:40,2.705,87.1,140.1,8.41,0.172
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 12:45,2.392,91.3,222.1,8.46,0.162
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 12:50,2.521,97.8,100.6,8.57,0.152
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 12:55,3.52,73.54,83.8,8.66,0.142
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 13:00,3.135,65.59,76.32,8.36,0.155
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 13:05,2.993,79.85,69.03,8.71,0.112
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 13:10,3.43,36.3,63.83,8.35,0.156
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 13:15,2.831,59.22,42.37,8.73,0.165
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 13:20,3.045,51.23,56,8.82,0.156
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 13:25,3.038,47.92,64.88,8.64,0.163
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 13:30,3.538,31.76,61.08,8.35,0.178
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 13:35,3.203,47.44,67.18,8.53,0.177
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 13:40,3.052,69.03,65.97,8.81,0.168
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 13:45,2.854,56.15,73.71,8.6,0.179
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 13:50,2.588,78.02,73.99,9.14,0.175
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 13:55,2.953,58.47,61.23,8.82,0.164
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 14:00,3.753,42.44,57.77,8.51,0.148
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 14:05,2.845,38.03,60.57,8.69,0.164
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 14:10,2.628,44.92,79.72,8.8,0.174
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 14:15,3.434,40.19,67.39,8.79,0.158
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 14:20,2.959,40.72,70.98,8.64,0.174
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 14:25,2.176,60.58,74.77,8.85,0.154
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 14:30,1.631,92.4,231.1,9.53,0.137
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 14:35,2.527,55.53,78.72,9.45,0.146
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 14:40,2.002,56.1,75.27,9.17,0.144
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 14:45,2.795,46.93,67.68,9.19,0.142
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 14:50,2.123,75.9,68.01,9.13,0.15
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 14:55,2.312,77.39,83.5,9.32,0.126
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 15:00,1.828,52.27,76.45,9.35,0.156
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 15:05,2.442,36.76,45.4,9.27,0.144
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 15:10,1.469,61.02,44.76,9.44,0.148
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 15:15,2.358,58,57.98,9.76,0.148
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 15:20,2.253,71.08,69.41,9.25,0.17
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 15:25,2.591,37.22,73.51,9.08,0.169
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 15:30,2.689,44.49,65.97,8.96,0.179
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 15:35,1.81,36.77,66.08,8.98,0.185
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 15:40,2.249,62.34,76.13,9.24,0.164
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 15:45,1.737,66.15,61.82,9.25,0.149
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 15:50,1.685,60.41,77.79,9.32,0.131
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 15:55,2.557,45.87,67.27,9.06,0.119
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 16:00,2.16,39.75,57.89,8.63,0.106
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 16:05,2.213,55.85,66.07,8.42,0.083
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 16:10,1.55,65.72,81.6,8.55,0.056
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-6? 16:15,2.753,49.61,69.23,8.54,0.002
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 09:00,3.415,82.3,83.7,6.479,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 09:40,2.401,86.9,183.1,7.106,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 09:45,1.632,90.8,177.1,7.221,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 09:50,1.851,90.6,224.1,7.396,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 09:55,1.839,71.28,127.5,7.676,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 10:00,1.777,74.33,181.3,7.962,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 10:05,2.397,83.2,128.9,7.964,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 10:10,2.642,94.1,116.8,8.14,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 10:15,3.43,59.38,91,8.32,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 10:20,2.569,94.5,69.25,8.68,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 10:25,2.528,87,147.4,9.09,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 10:30,2.095,90.8,125.9,8.88,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 10:35,2.377,91.5,116.4,8.67,0.002
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 10:40,2.998,74.49,86.1,8.19,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 10:45,2.798,65.39,97.8,8.19,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 10:50,1.816,90.4,121.7,8.23,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 10:55,1.639,78.68,68.33,8.37,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 11:00,1.842,66.01,99.4,8.7,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 11:05,1.766,84.8,138.5,9.41,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 11:10,1.21,74.27,109.5,9.74,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 11:15,1.958,84.3,137.6,9.66,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 11:20,2.855,62.04,81.2,9.31,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 11:25,1.998,72.76,82.8,9.28,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 11:30,2.235,76.74,61.62,8.96,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 11:35,2.451,57.69,77.5,8.83,0.005
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 11:40,2.103,83.8,154.8,8.91,0.003
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 11:45,1.514,80.4,181,8.95,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 11:50,1.833,65.39,185.8,9.13,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 11:55,3.027,66.76,88.9,9.01,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 12:00,2.942,68.1,81.5,8.86,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 12:05,3.428,62.33,75.35,8.8,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 12:10,2.732,94.4,101.5,8.77,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 12:15,2.905,81.6,77.03,8.91,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 12:20,3.548,84,65.06,8.83,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 12:25,3.225,91.4,114.1,8.84,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 12:30,3.378,55.96,81.9,8.87,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 12:35,3.034,67.88,70.94,8.97,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 12:40,3.275,80.7,66.87,8.88,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 12:45,3.388,76.33,80.8,8.86,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 12:50,3.078,74.64,82.3,8.94,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 12:55,3.365,62.04,90.3,9,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 13:00,2.863,53.62,80.4,9.02,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 13:05,2.742,70.44,72.36,8.95,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 13:10,3.07,50.94,83.3,8.95,0.006
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 13:15,2.636,84.3,61.65,9,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 13:20,1.496,92.4,209.4,9.12,0.005
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 13:25,2.051,95.2,180,9.27,0.003
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 13:30,2.15,71.13,202.1,9.35,0.002
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 13:35,2.074,83.5,199.6,9.15,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 13:40,1.963,89,138.1,9.18,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 13:45,2.043,81.8,119.2,9.03,0.002
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 13:50,1.918,77,165.8,9.13,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 14:05,2.013,88.5,182.8,9.14,0.003
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 14:15,1.547,85.6,151.7,9.5,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 14:30,0.136,0.005,265.1,9.53,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 14:35,1.321,84.1,9.86,9.64,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 14:40,1.679,64.28,108.5,9.53,0.017
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 15:00,2.561,71.17,70.1,9.62,0.008
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 15:05,3.114,53,62.49,9.59,0.041
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 15:20,3.027,61.36,68.36,9.5,0.029
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 15:30,2.23,83.8,92.3,9.49,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 15:35,2.549,66.38,62.36,9.84,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 15:40,2.846,41.43,64.74,10.03,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 15:45,2.457,56.25,76.2,10,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 15:50,1.606,81.6,88.7,10.25,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 15:55,1.164,81.6,176.7,10.64,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 16:00,1.564,75.49,116.7,10.62,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 16:05,2.1,73.05,76.77,10.26,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 16:10,1.675,74.05,66.65,10.03,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 16:15,1.939,57.09,72.14,10.09,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 16:20,1.284,88,149.3,10.19,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-7? 16:30,2.362,60.91,61.24,10.03,0.049
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 09:35,,81.5,132.3,9.46,0.023
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 09:40,2.693,87.2,157.8,9.45,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 09:45,2.645,89.5,138.7,9.49,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 09:50,3.143,78.22,85.9,9.43,0.024
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 10:30,2.754,57.81,79.08,9.54,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 10:55,2.514,27.91,54.6,9.05,0.054
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 11:00,3.444,28.73,46.74,9.06,0.009
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 11:40,3.469,28.95,56.85,9.9,0.003
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 11:45,2.034,33.19,54.42,10.32,0.003
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 11:50,2.532,21.42,41.99,10.27,0.003
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 12:05,2.557,27.03,44.52,10.13,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 12:10,2.278,29.46,43.13,9.93,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 12:15,2.007,23.98,57.1,9.89,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 12:20,2.305,26.14,36.6,10.04,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 12:25,3.353,27.15,38.74,10.08,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 12:30,2.956,29.95,40.16,9.89,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 12:35,2.827,41.8,45.21,9.79,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 12:40,3.272,34.44,45.14,9.74,0.002
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 12:45,3.558,25.84,43.11,9.7,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 12:55,2.947,40.66,39.83,9.95,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 13:00,3.525,30.74,45.08,9.95,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 13:05,3.724,29.06,42.39,10.1,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 13:10,3.798,26.41,44.3,10.19,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 13:15,3.618,35.33,43.39,10.35,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 13:20,3.198,32.12,45.33,10.54,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 13:25,2.894,41.7,63.47,10.6,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 13:30,3.295,40.8,48.79,10.8,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 13:35,3.533,32.54,50.82,10.73,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 13:40,3.313,31.7,47.81,10.67,0.003
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 13:45,2.754,40.27,45.1,10.82,0.002
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 13:50,3.786,32.95,47.81,10.71,0.003
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 13:55,3.768,41.23,49.81,10.47,0.004
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 14:00,4.177,32.75,48.82,10.43,0.011
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 14:05,3.684,28.13,44.93,10.38,0.005
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 14:10,3.265,43.77,54.76,10.47,0.003
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 14:15,3.001,36.27,43.68,10.56,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 14:20,4.026,19.36,41.66,10.53,0.006
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 14:55,2.473,35.03,43.79,10.59,0.003
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 15:05,3.029,31.82,43.7,10.57,0.023
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 15:10,3.066,31.92,40.96,10.62,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 15:25,,45.84,46.92,10.64,0.011
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-1? 15:30,2.775,37.49,50.77,10.73,0.005
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 08:55,2.213,9.55,65.34,8.42,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 09:00,1.861,91.4,64.61,8.73,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 09:05,1.528,75.83,141.5,9.05,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 09:10,1.689,79.47,180.6,9.34,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 09:15,1.909,75.83,135.8,9.3,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 09:20,2.069,62.48,148.8,9.37,0.02
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 09:25,2.871,90,155.9,9.46,0.007
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 09:30,1.463,76.62,196.6,9.78,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 09:35,2.003,67.74,206.8,10.14,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 09:40,1.926,73.51,196.7,10.53,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 09:45,1.777,74.4,215.3,10.85,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 09:50,2.767,43.78,126.4,10.47,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 09:55,2.389,81,204.3,10.44,0.002
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 10:00,1.191,44.82,201.5,10.77,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 10:05,2.86,18.53,144.5,10.9,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 10:10,2.142,65.43,195.6,10.9,0.002
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 10:15,1.601,75.83,197.4,11,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 10:20,2.077,72.42,185.9,11.08,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 10:25,1.937,81.6,176.4,11.03,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 10:30,1.884,80.4,205.8,10.85,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 10:35,2.143,72.26,204.6,10.85,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 10:40,2.18,57.99,195.4,11.02,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 10:45,2.174,53.24,186,11.15,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 10:50,2.11,55.13,192.3,11.33,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 10:55,2.182,63.38,194.5,11.24,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 11:00,2.419,57.82,173.1,11.02,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 11:05,2.045,59.57,180.3,10.96,0.003
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 11:10,1.683,65.11,206.1,11.02,0.006
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 11:20,2.137,55.8,180.6,11.06,0.091
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 11:30,1.641,44.84,184.2,11.12,0.11
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 11:35,2.289,47.17,171.9,11.43,0.009
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 11:40,1.689,49.18,200.5,11.82,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 11:45,1.732,51.8,185.6,12,0.046
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 11:55,2.239,64,181.8,12.13,0.009
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 12:00,2.477,40.86,166.7,12.17,0.009
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 12:05,1.951,52.11,158.2,12.47,0.005
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 12:10,2.05,42.26,177.7,12.8,0
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 12:15,2.413,33.52,173.7,12.91,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 12:20,2.684,31,161,12.89,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2016-01-2? 12:25,2.405,20.95,158.4,12.79,0.007
